sector,block,share_pct,share_lo,share_hi
public,harmonic,34.76804201997799,32.318168001492296,37.44555410148692
public,climate,63.015506936295864,60.17018367199549,65.68328163556268
public,calendar,2.2164510437261464,1.9930991989927742,2.4569121872349653
private,harmonic,40.27668842210721,37.65750323014823,43.13842511333451
private,climate,59.846292073456176,57.00464130815198,62.464653444887155
private,calendar,-0.12298049556338966,-0.15542697249536813,-0.09315225778166572
