dist_lgd,n_months,n_raw_surges,n_raw_dips,sign_flip_rate,surge_artefact_rate,dip_artefact_rate,surge_artefact_among_surges,dip_artefact_among_dips,method,n_complete,med_total
328,52,12,19,0.28846153846153844,0.07692307692307693,0.19230769230769232,0.3333333333333333,0.5263157894736842,STL,52,165.5
329,52,11,12,0.28846153846153844,0.057692307692307696,0.11538461538461539,0.2727272727272727,0.5,STL,52,261
330,52,12,13,0.3269230769230769,0.1346153846153846,0.15384615384615385,0.5833333333333334,0.6153846153846154,STL,52,196.5
331,52,20,18,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.2,0.2222222222222222,STL,52,85
332,52,13,14,0.28846153846153844,0.11538461538461539,0.19230769230769232,0.46153846153846156,0.7142857142857143,STL,52,180
333,52,19,18,0.3269230769230769,0.17307692307692307,0.19230769230769232,0.47368421052631576,0.5555555555555556,STL,52,93
334,52,14,15,0.25,0.07692307692307693,0.07692307692307693,0.2857142857142857,0.26666666666666666,STL,52,77.5
335,52,15,18,0.25,0.07692307692307693,0.1346153846153846,0.26666666666666666,0.3888888888888889,STL,52,81.5
336,52,19,19,0.2692307692307692,0.11538461538461539,0.09615384615384616,0.3157894736842105,0.2631578947368421,STL,52,43.5
337,52,17,16,0.28846153846153844,0.1346153846153846,0.11538461538461539,0.4117647058823529,0.375,STL,52,165
338,52,11,12,0.2692307692307692,0.07692307692307693,0.11538461538461539,0.36363636363636365,0.5,STL,52,354
339,52,9,8,0.5,0.1346153846153846,0.057692307692307696,0.7777777777777778,0.375,STL,52,616
340,52,7,12,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.5714285714285714,0.3333333333333333,STL,52,227
341,52,15,12,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.4,0.3333333333333333,STL,52,165.5
342,52,16,17,0.17307692307692307,0.11538461538461539,0.07692307692307693,0.375,0.23529411764705882,STL,52,70.5
343,52,13,14,0.2692307692307692,0.09615384615384616,0.09615384615384616,0.38461538461538464,0.35714285714285715,STL,52,409
344,52,14,11,0.23076923076923078,0.1346153846153846,0.09615384615384616,0.5,0.45454545454545453,STL,52,116.5
345,52,15,10,0.2692307692307692,0.15384615384615385,0.038461538461538464,0.5333333333333333,0.2,STL,52,156
346,52,14,16,0.28846153846153844,0.11538461538461539,0.11538461538461539,0.42857142857142855,0.375,STL,52,195.5
347,52,22,16,0.21153846153846154,0.17307692307692307,0.07692307692307693,0.4090909090909091,0.25,STL,52,121.5
348,52,16,15,0.21153846153846154,0.1346153846153846,0.15384615384615385,0.4375,0.5333333333333333,STL,52,80
349,52,20,20,0.1346153846153846,0.15384615384615385,0.1346153846153846,0.4,0.35,STL,52,24
350,52,9,10,0.34615384615384615,0.057692307692307696,0.1346153846153846,0.3333333333333333,0.7,STL,52,384
351,52,19,21,0.21153846153846154,0.11538461538461539,0.057692307692307696,0.3157894736842105,0.14285714285714285,STL,52,20
352,52,12,13,0.3269230769230769,0.09615384615384616,0.1346153846153846,0.4166666666666667,0.5384615384615384,STL,52,91.5
353,52,21,16,0.3269230769230769,0.25,0.11538461538461539,0.6190476190476191,0.375,STL,52,112
354,52,10,9,0.28846153846153844,0.17307692307692307,0.07692307692307693,0.9,0.4444444444444444,STL,52,509.5
355,52,23,17,0.23076923076923078,0.11538461538461539,0,0.2608695652173913,0,STL,52,30
356,52,15,18,0.25,0.11538461538461539,0.17307692307692307,0.4,0.5,STL,52,101
357,52,18,19,0.23076923076923078,0.1346153846153846,0.09615384615384616,0.3888888888888889,0.2631578947368421,STL,52,58
358,52,10,13,0.3269230769230769,0.07692307692307693,0.17307692307692307,0.4,0.6923076923076923,STL,52,149.5
359,52,15,16,0.3269230769230769,0.19230769230769232,0.17307692307692307,0.6666666666666666,0.5625,STL,52,99.5
360,52,19,20,0.17307692307692307,0.17307692307692307,0.09615384615384616,0.47368421052631576,0.25,STL,52,53.5
361,52,14,11,0.40384615384615385,0.17307692307692307,0.11538461538461539,0.6428571428571429,0.5454545454545454,STL,52,272
362,52,8,6,0.34615384615384615,0.09615384615384616,0.057692307692307696,0.625,0.5,STL,52,483.5
363,52,10,15,0.2692307692307692,0.09615384615384616,0.11538461538461539,0.5,0.4,STL,52,199.5
364,52,16,18,0.36538461538461536,0.15384615384615385,0.19230769230769232,0.5,0.5555555555555556,STL,52,96.5
365,52,12,10,0.28846153846153844,0.15384615384615385,0.1346153846153846,0.6666666666666666,0.7,STL,52,504.5
366,52,13,13,0.3269230769230769,0.09615384615384616,0.1346153846153846,0.38461538461538464,0.5384615384615384,STL,52,133
367,52,12,15,0.21153846153846154,0.057692307692307696,0.15384615384615385,0.25,0.5333333333333333,STL,52,93
368,52,14,12,0.28846153846153844,0.07692307692307693,0.07692307692307693,0.2857142857142857,0.3333333333333333,STL,52,74.5
369,52,16,19,0.2692307692307692,0.1346153846153846,0.07692307692307693,0.4375,0.21052631578947367,STL,52,81
370,52,15,15,0.2692307692307692,0.15384615384615385,0.09615384615384616,0.5333333333333333,0.3333333333333333,STL,52,145.5
371,52,13,12,0.17307692307692307,0.11538461538461539,0.09615384615384616,0.46153846153846156,0.4166666666666667,STL,52,235.5
372,52,23,20,0.15384615384615385,0.17307692307692307,0.07692307692307693,0.391304347826087,0.2,STL,52,29.5
373,52,19,14,0.34615384615384615,0.2692307692307692,0.17307692307692307,0.7368421052631579,0.6428571428571429,STL,52,336.5
374,52,14,13,0.19230769230769232,0.1346153846153846,0.1346153846153846,0.5,0.5384615384615384,STL,52,127
375,52,16,13,0.15384615384615385,0.1346153846153846,0.057692307692307696,0.4375,0.23076923076923078,STL,52,141.5
376,52,15,17,0.15384615384615385,0.09615384615384616,0.15384615384615385,0.3333333333333333,0.47058823529411764,STL,52,54
377,52,22,17,0.17307692307692307,0.21153846153846154,0.09615384615384616,0.5,0.29411764705882354,STL,52,117.5
378,52,17,17,0.17307692307692307,0.09615384615384616,0.09615384615384616,0.29411764705882354,0.29411764705882354,STL,52,311.5
379,52,17,15,0.28846153846153844,0.15384615384615385,0.11538461538461539,0.47058823529411764,0.4,STL,52,103.5
380,52,18,23,0.17307692307692307,0.07692307692307693,0.11538461538461539,0.2222222222222222,0.2608695652173913,STL,52,76.5
381,52,17,18,0.11538461538461539,0.1346153846153846,0.07692307692307693,0.4117647058823529,0.2222222222222222,STL,52,69
382,52,15,15,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.4,0.26666666666666666,STL,52,72.5
383,52,16,12,0.3076923076923077,0.19230769230769232,0.09615384615384616,0.625,0.4166666666666667,STL,52,141
384,52,18,21,0.2692307692307692,0.17307692307692307,0.19230769230769232,0.5,0.47619047619047616,STL,52,25
385,52,17,16,0.3269230769230769,0.11538461538461539,0.17307692307692307,0.35294117647058826,0.5625,STL,52,108
386,52,11,13,0.2692307692307692,0.09615384615384616,0.057692307692307696,0.45454545454545453,0.23076923076923078,STL,52,187.5
387,52,13,12,0.28846153846153844,0.17307692307692307,0.1346153846153846,0.6923076923076923,0.5833333333333334,STL,52,581
388,52,19,16,0.2692307692307692,0.19230769230769232,0.11538461538461539,0.5263157894736842,0.375,STL,52,108.5
389,52,13,12,0.19230769230769232,0.19230769230769232,0.15384615384615385,0.7692307692307693,0.6666666666666666,STL,52,291.5
390,52,18,20,0.28846153846153844,0.1346153846153846,0.19230769230769232,0.3888888888888889,0.5,STL,52,111
391,52,15,18,0.21153846153846154,0.1346153846153846,0.17307692307692307,0.4666666666666667,0.5,STL,52,209.5
392,52,17,18,0.34615384615384615,0.17307692307692307,0.1346153846153846,0.5294117647058824,0.3888888888888889,STL,52,217
393,52,12,15,0.28846153846153844,0.07692307692307693,0.11538461538461539,0.3333333333333333,0.4,STL,52,197
394,52,16,16,0.28846153846153844,0.11538461538461539,0.09615384615384616,0.375,0.3125,STL,52,158.5
395,52,19,16,0.28846153846153844,0.23076923076923078,0.19230769230769232,0.631578947368421,0.625,STL,52,308
396,52,12,10,0.4230769230769231,0.11538461538461539,0.09615384615384616,0.5,0.5,STL,52,1024
397,52,13,13,0.28846153846153844,0.15384615384615385,0.09615384615384616,0.6153846153846154,0.38461538461538464,STL,52,159.5
398,52,15,12,0.28846153846153844,0.11538461538461539,0.09615384615384616,0.4,0.4166666666666667,STL,52,861.5
399,52,18,16,0.2692307692307692,0.1346153846153846,0.11538461538461539,0.3888888888888889,0.375,STL,52,242
400,52,9,7,0.34615384615384615,0.057692307692307696,0.07692307692307693,0.3333333333333333,0.5714285714285714,STL,52,304
401,52,16,17,0.28846153846153844,0.07692307692307693,0.11538461538461539,0.25,0.35294117647058826,STL,52,158.5
402,52,8,8,0.3269230769230769,0.09615384615384616,0.057692307692307696,0.625,0.375,STL,52,202.5
403,52,12,9,0.34615384615384615,0.1346153846153846,0.09615384615384616,0.5833333333333334,0.5555555555555556,STL,52,403
404,52,14,19,0.23076923076923078,0.09615384615384616,0.19230769230769232,0.35714285714285715,0.5263157894736842,STL,52,82.5
405,52,14,14,0.2692307692307692,0.15384615384615385,0.057692307692307696,0.5714285714285714,0.21428571428571427,STL,52,210.5
406,52,11,15,0.34615384615384615,0.11538461538461539,0.09615384615384616,0.5454545454545454,0.3333333333333333,STL,52,245
407,52,11,11,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.5454545454545454,0.5454545454545454,STL,52,924.5
408,52,14,15,0.23076923076923078,0.09615384615384616,0.11538461538461539,0.35714285714285715,0.4,STL,52,86.5
409,52,18,16,0.23076923076923078,0.17307692307692307,0.1346153846153846,0.5,0.4375,STL,52,211
410,52,17,13,0.3076923076923077,0.19230769230769232,0.15384615384615385,0.5882352941176471,0.6153846153846154,STL,52,810
411,52,5,5,0.4423076923076923,0.09615384615384616,0.057692307692307696,1,0.6,STL,52,632
412,52,14,11,0.25,0.15384615384615385,0.09615384615384616,0.5714285714285714,0.45454545454545453,STL,52,228
413,52,15,16,0.3076923076923077,0.09615384615384616,0.1346153846153846,0.3333333333333333,0.4375,STL,52,275
414,52,10,7,0.34615384615384615,0.11538461538461539,0.057692307692307696,0.6,0.42857142857142855,STL,52,281
415,52,18,16,0.28846153846153844,0.21153846153846154,0.11538461538461539,0.6111111111111112,0.375,STL,52,147
416,52,12,12,0.3269230769230769,0.11538461538461539,0.09615384615384616,0.5,0.4166666666666667,STL,52,243
417,52,9,14,0.25,0.11538461538461539,0.15384615384615385,0.6666666666666666,0.5714285714285714,STL,52,469.5
418,52,14,11,0.17307692307692307,0.09615384615384616,0.07692307692307693,0.35714285714285715,0.36363636363636365,STL,52,165
419,52,13,17,0.21153846153846154,0.07692307692307693,0.1346153846153846,0.3076923076923077,0.4117647058823529,STL,52,191
420,52,14,15,0.21153846153846154,0.09615384615384616,0.1346153846153846,0.35714285714285715,0.4666666666666667,STL,52,197.5
421,52,16,15,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.375,0.26666666666666666,STL,52,159
422,52,15,12,0.21153846153846154,0.09615384615384616,0.11538461538461539,0.3333333333333333,0.5,STL,52,189
423,52,9,12,0.36538461538461536,0.11538461538461539,0.11538461538461539,0.6666666666666666,0.5,STL,52,285
424,52,15,11,0.2692307692307692,0.21153846153846154,0.11538461538461539,0.7333333333333333,0.5454545454545454,STL,52,464.5
425,52,9,12,0.2692307692307692,0.09615384615384616,0.11538461538461539,0.5555555555555556,0.5,STL,52,454.5
426,52,14,10,0.3076923076923077,0.19230769230769232,0.057692307692307696,0.7142857142857143,0.3,STL,52,386
427,52,15,15,0.23076923076923078,0.09615384615384616,0.07692307692307693,0.3333333333333333,0.26666666666666666,STL,52,137
428,52,17,15,0.21153846153846154,0.19230769230769232,0.09615384615384616,0.5882352941176471,0.3333333333333333,STL,52,139.5
429,52,16,14,0.3076923076923077,0.1346153846153846,0.1346153846153846,0.4375,0.5,STL,52,275
430,52,14,16,0.21153846153846154,0.1346153846153846,0.1346153846153846,0.5,0.4375,STL,52,128
431,52,12,12,0.23076923076923078,0.07692307692307693,0.057692307692307696,0.3333333333333333,0.25,STL,52,192.5
432,52,14,13,0.3269230769230769,0.1346153846153846,0.1346153846153846,0.5,0.5384615384615384,STL,52,409.5
433,52,15,19,0.3269230769230769,0.11538461538461539,0.15384615384615385,0.4,0.42105263157894735,STL,52,186.5
434,52,11,12,0.21153846153846154,0.019230769230769232,0.1346153846153846,0.09090909090909091,0.5833333333333334,STL,52,172.5
435,52,14,13,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.5714285714285714,0.46153846153846156,STL,52,366.5
436,52,16,20,0.19230769230769232,0.057692307692307696,0.09615384615384616,0.1875,0.25,STL,52,110.5
437,52,17,16,0.28846153846153844,0.17307692307692307,0.15384615384615385,0.5294117647058824,0.5,STL,52,226.5
